Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,Starting
RP,Evan Sisk (43756228),Evan Sisk,43756228,P,4000,PIT@MIL 08/05/2026 07:40PM ET,PIT,3.9,IL,
RP,Tyler Kinley (43756229),Tyler Kinley,43756229,P,4000,MIA@ATL 08/05/2026 07:15PM ET,ATL,2.7,,
2B,Xavier Edwards (43755631),Xavier Edwards,43755631,2B,3900,MIA@ATL 08/05/2026 07:15PM ET,MIA,7.4,,
C,Eduardo Valencia (43755632),Eduardo Valencia,43755632,C,3900,DET@SEA 08/05/2026 09:40PM ET,DET,10.7,,
1B,Spencer Horwitz (43755633),Spencer Horwitz,43755633,1B,3900,PIT@MIL 08/05/2026 07:40PM ET,PIT,7.1,,
3B,Nick Gonzales (43755634),Nick Gonzales,43755634,3B,3800,PIT@MIL 08/05/2026 07:40PM ET,PIT,7.2,,
C,Gary Sanchez (43755635),Gary Sanchez,43755635,C,3800,PIT@MIL 08/05/2026 07:40PM ET,MIL,6,,
OF,Dominic Canzone (43755636),Dominic Canzone,43755636,OF,3800,DET@SEA 08/05/2026 09:40PM ET,SEA,6.4,,
1B/2B,Royce Lewis (43755637),Royce Lewis,43755637,1B/2B,3800,MIN@KC 08/05/2026 07:40PM ET,MIN,7.4,,
3B,Austin Riley (43755639),Austin Riley,43755639,3B,3700,MIA@ATL 08/05/2026 07:15PM ET,ATL,6.4,,
1B,Paul Goldschmidt (43755640),Paul Goldschmidt,43755640,1B,3700,STL@NYY 08/05/2026 07:05PM ET,NYY,6.8,,
OF,Heriberto Hernandez (43755641),Heriberto Hernandez,43755641,OF,3700,MIA@ATL 08/05/2026 07:15PM ET,MIA,6.9,,
SS,Xander Bogaerts (43755642),Xander Bogaerts,43755642,SS,3700,SD@ARI 08/05/2026 09:40PM ET,SD,6.5,DTD,
2B,Chase Meidroth (43755643),Chase Meidroth,43755643,2B,3700,CWS@BOS 08/05/2026 07:10PM ET,CWS,6.8,,
C,Kyle Teel (43755788),Kyle Teel,43755788,C,3700,CWS@BOS 08/05/2026 07:10PM ET,CWS,6,IL,
OF,Jake Mangum (43755644),Jake Mangum,43755644,OF,3600,PIT@MIL 08/05/2026 07:40PM ET,PIT,6.5,,
OF,John Rave (43755645),John Rave,43755645,OF,3600,MIN@KC 08/05/2026 07:40PM ET,KC,6,,
OF,Lane Thomas (43755646),Lane Thomas,43755646,OF,3600,MIA@ATL 08/05/2026 07:15PM ET,ATL,5.7,,
OF,Trevor Larnach (43755647),Trevor Larnach,43755647,OF,3600,MIN@KC 08/05/2026 07:40PM ET,MIN,6.8,,
OF,Esteury Ruiz (43755648),Esteury Ruiz,43755648,OF,3600,MIA@ATL 08/05/2026 07:15PM ET,MIA,5.7,,
3B,Nolan Arenado (43755649),Nolan Arenado,43755649,3B,3600,SD@ARI 08/05/2026 09:40PM ET,ARI,6.9,,
1B,Josh Bell (43755650),Josh Bell,43755650,1B,3600,MIN@KC 08/05/2026 07:40PM ET,MIN,7,,
2B,Cole Young (43755651),Cole Young,43755651,2B,3600,DET@SEA 08/05/2026 09:40PM ET,SEA,6.8,,
3B/SS,Jose Caballero (43755652),Jose Caballero,43755652,3B/SS,3600,STL@NYY 08/05/2026 07:05PM ET,NYY,7,,
OF,Brenton Doyle (43755654),Brenton Doyle,43755654,OF,3600,CWS@BOS 08/05/2026 07:10PM ET,CWS,4.7,,
C,Luis Campusano (43755655),Luis Campusano,43755655,C,3500,SD@ARI 08/05/2026 09:40PM ET,SD,6.3,,
OF,Jarren Duran (43755656),Jarren Duran,43755656,OF,3500,CWS@BOS 08/05/2026 07:10PM ET,BOS,7.1,,
OF,Jakob Marsee (43755657),Jakob Marsee,43755657,OF,3500,MIA@ATL 08/05/2026 07:15PM ET,MIA,6.3,,
SS,Cooper Pratt (43755658),Cooper Pratt,43755658,SS,3500,PIT@MIL 08/05/2026 07:40PM ET,MIL,7.3,,
OF,Lars Nootbaar (43755659),Lars Nootbaar,43755659,OF,3500,SD@ARI 08/05/2026 09:40PM ET,ARI,5.8,,
OF,Braden Montgomery (43755660),Braden Montgomery,43755660,OF,3500,CWS@BOS 08/05/2026 07:10PM ET,CWS,6.5,,
1B/2B,Ildemaro Vargas (43755661),Ildemaro Vargas,43755661,1B/2B,3500,SD@ARI 08/05/2026 09:40PM ET,ARI,6.1,,
OF,Jasson Dominguez (43755789),Jasson Dominguez,43755789,OF,3500,STL@NYY 08/05/2026 07:05PM ET,NYY,6.2,,
SS,Trevor Story (43755790),Trevor Story,43755790,SS,3500,CWS@BOS 08/05/2026 07:10PM ET,BOS,6,IL,
OF,Kerry Carpenter (43755791),Kerry Carpenter,43755791,OF,3500,DET@SEA 08/05/2026 09:40PM ET,DET,5.3,IL,
SS,Tyler Tolbert (43755663),Tyler Tolbert,43755663,SS,3400,MIN@KC 08/05/2026 07:40PM ET,KC,5.1,,
3B,Caleb Durbin (43755664),Caleb Durbin,43755664,3B,3400,CWS@BOS 08/05/2026 07:10PM ET,BOS,6.9,,
OF,Luis Lara (43755665),Luis Lara,43755665,OF,3400,PIT@MIL 08/05/2026 07:40PM ET,MIL,6.2,,
3B,Javier Sanoja (43755666),Javier Sanoja,43755666,3B,3400,MIA@ATL 08/05/2026 07:15PM ET,MIA,5.2,,
1B,Josh Naylor (43755667),Josh Naylor,43755667,1B,3400,DET@SEA 08/05/2026 09:40PM ET,SEA,7.2,,
3B,Brendan Donovan (43755792),Brendan Donovan,43755792,3B,3400,DET@SEA 08/05/2026 09:40PM ET,SEA,6.7,,
2B/3B,Hao-Yu Lee (43755668),Hao-Yu Lee,43755668,2B/3B,3300,DET@SEA 08/05/2026 09:40PM ET,DET,4.7,,
SS,Andruw Monasterio (43755670),Andruw Monasterio,43755670,SS,3300,CWS@BOS 08/05/2026 07:10PM ET,BOS,5.5,,
OF,Max Kepler (43755671),Max Kepler,43755671,OF,3300,SD@ARI 08/05/2026 09:40PM ET,ARI,5.3,,
OF,Spencer Jones (43755672),Spencer Jones,43755672,OF,3300,STL@NYY 08/05/2026 07:05PM ET,NYY,4.8,,
1B/OF,Dominic Smith (43755673),Dominic Smith,43755673,1B/OF,3300,MIA@ATL 08/05/2026 07:15PM ET,ATL,5.2,,
OF,Luke Keaschall (43755675),Luke Keaschall,43755675,OF,3300,MIN@KC 08/05/2026 07:40PM ET,MIN,6.6,,
1B/2B,Romy Gonzalez (43755676),Romy Gonzalez,43755676,1B/2B,3300,CWS@BOS 08/05/2026 07:10PM ET,BOS,5.3,,
1B/C,Salvador Perez (43755678),Salvador Perez,43755678,C/1B,3300,MIN@KC 08/05/2026 07:40PM ET,KC,6.1,,
1B/3B,Jose Fernandez (43755793),Jose Fernandez,43755793,1B/3B,3300,SD@ARI 08/05/2026 09:40PM ET,ARI,5.2,,
SS,Masyn Winn (43755680),Masyn Winn,43755680,SS,3200,STL@NYY 08/05/2026 07:05PM ET,STL,6.1,,
OF,Griffin Conine (43755681),Griffin Conine,43755681,OF,3200,MIA@ATL 08/05/2026 07:15PM ET,MIA,6.6,,
3B,David Hamilton (43755682),David Hamilton,43755682,3B,3200,PIT@MIL 08/05/2026 07:40PM ET,MIL,5.5,,
OF,Gavin Sheets (43755683),Gavin Sheets,43755683,OF,3200,SD@ARI 08/05/2026 09:40PM ET,SD,5.9,,
OF,Randal Grichuk (43755684),Randal Grichuk,43755684,OF,3200,CWS@BOS 08/05/2026 07:10PM ET,CWS,4.4,,
3B,Colt Keith (43755685),Colt Keith,43755685,3B,3200,DET@SEA 08/05/2026 09:40PM ET,DET,5.4,,
2B,Anthony Seigler (43755686),Anthony Seigler,43755686,2B,3200,CWS@BOS 08/05/2026 07:10PM ET,BOS,5.8,,
C,Mitch Garver (43755687),Mitch Garver,43755687,C,3200,DET@SEA 08/05/2026 09:40PM ET,SEA,4.3,,
OF,Samad Taylor (43755795),Samad Taylor,43755795,OF,3200,SD@ARI 08/05/2026 09:40PM ET,SD,7.9,IL,
1B/OF,Tyler Callihan (43755796),Tyler Callihan,43755796,1B/OF,3200,PIT@MIL 08/05/2026 07:40PM ET,PIT,4.5,,
2B/3B,Paul DeJong (43755798),Paul DeJong,43755798,2B/3B,3200,DET@SEA 08/05/2026 09:40PM ET,DET,0,IL,
C,Joey Bart (43755800),Joey Bart,43755800,C,3200,CWS@BOS 08/05/2026 07:10PM ET,CWS,4.4,,
SS,Ryan Kreidler (43755688),Ryan Kreidler,43755688,SS,3100,MIN@KC 08/05/2026 07:40PM ET,MIN,4.9,,
OF,Owen Caissie (43755689),Owen Caissie,43755689,OF,3100,MIA@ATL 08/05/2026 07:15PM ET,MIA,5.9,,
OF,Marcell Ozuna (43755690),Marcell Ozuna,43755690,OF,3100,PIT@MIL 08/05/2026 07:40PM ET,PIT,5.5,,
3B/OF,Jose Fermin (43755691),Jose Fermin,43755691,3B/OF,3100,STL@NYY 08/05/2026 07:05PM ET,STL,4.5,,
1B/OF,Tim Tawa (43755693),Tim Tawa,43755693,1B/OF,3100,SD@ARI 08/05/2026 09:40PM ET,ARI,4.6,,
OF,Brandon Lockridge (43755695),Brandon Lockridge,43755695,OF,3100,PIT@MIL 08/05/2026 07:40PM ET,MIL,5.9,,
OF,Andrew Benintendi (43755696),Andrew Benintendi,43755696,OF,3100,CWS@BOS 08/05/2026 07:10PM ET,CWS,6.2,,
OF,Max Clark (43755697),Max Clark,43755697,OF,3100,DET@SEA 08/05/2026 09:40PM ET,DET,12.8,,
2B,Jake Cronenworth (43755698),Jake Cronenworth,43755698,2B,3100,SD@ARI 08/05/2026 09:40PM ET,SD,5.3,,
2B,Jonathan India (43755801),Jonathan India,43755801,2B,3100,MIN@KC 08/05/2026 07:40PM ET,KC,5.4,IL,
C,Jhonny Pereda (43755802),Jhonny Pereda,43755802,C,3100,DET@SEA 08/05/2026 09:40PM ET,SEA,5.2,,
1B,Andrew Vaughn (43755699),Andrew Vaughn,43755699,1B,3000,PIT@MIL 08/05/2026 07:40PM ET,MIL,6,,
2B/3B,Nick Loftin (43755700),Nick Loftin,43755700,2B/3B,3000,MIN@KC 08/05/2026 07:40PM ET,KC,5.8,,
OF,Masataka Yoshida (43755702),Masataka Yoshida,43755702,OF,3000,CWS@BOS 08/05/2026 07:10PM ET,BOS,5.4,,
OF,Mauricio Dubon (43755703),Mauricio Dubon,43755703,OF,3000,MIA@ATL 08/05/2026 07:15PM ET,ATL,6.7,,
SS,Jacob Gonzalez (43755704),Jacob Gonzalez,43755704,SS,3000,PIT@MIL 08/05/2026 07:40PM ET,PIT,5.3,,
3B,Amed Rosario (43755705),Amed Rosario,43755705,3B,3000,STL@NYY 08/05/2026 07:05PM ET,NYY,5.1,,
OF/SS,Javier Baez (43755706),Javier Baez,43755706,SS/OF,3000,DET@SEA 08/05/2026 09:40PM ET,DET,6.1,,
OF,Ryan Waldschmidt (43755708),Ryan Waldschmidt,43755708,OF,3000,SD@ARI 08/05/2026 09:40PM ET,ARI,6.1,,
OF,Nelson Velazquez (43755709),Nelson Velazquez,43755709,OF,3000,STL@NYY 08/05/2026 07:05PM ET,STL,4.2,,
OF,Austin Martin (43755710),Austin Martin,43755710,OF,3000,MIN@KC 08/05/2026 07:40PM ET,MIN,4.8,,
OF,Tristan Peters (43755711),Tristan Peters,43755711,OF,3000,CWS@BOS 08/05/2026 07:10PM ET,CWS,5.4,,
C,Joe Mack (43755712),Joe Mack,43755712,C,3000,MIA@ATL 08/05/2026 07:15PM ET,MIA,5.7,,
3B/SS,J.P. Crawford (43755803),J.P. Crawford,43755803,3B/SS,3000,DET@SEA 08/05/2026 09:40PM ET,SEA,6.2,IL,
C,Agustin Ramirez (43755805),Agustin Ramirez,43755805,C,3000,MIA@ATL 08/05/2026 07:15PM ET,MIA,6.5,,
OF,Jordan Lawlar (43755806),Jordan Lawlar,43755806,OF,3000,SD@ARI 08/05/2026 09:40PM ET,ARI,8.3,IL,
SS,Konnor Griffin (43755807),Konnor Griffin,43755807,SS,3000,PIT@MIL 08/05/2026 07:40PM ET,PIT,8.7,IL,
OF,Wenceel Perez (43755808),Wenceel Perez,43755808,OF,3000,DET@SEA 08/05/2026 09:40PM ET,DET,5.1,IL,
OF,Matt Vierling (43755809),Matt Vierling,43755809,OF,3000,DET@SEA 08/05/2026 09:40PM ET,DET,4.5,IL,
3B/SS,Joey Ortiz (43755713),Joey Ortiz,43755713,3B/SS,2900,PIT@MIL 08/05/2026 07:40PM ET,MIL,4.7,,
C,Adrian Del Castillo (43755715),Adrian Del Castillo,43755715,C,2900,SD@ARI 08/05/2026 09:40PM ET,ARI,4.7,,
OF,Nathan Church (43755716),Nathan Church,43755716,OF,2900,STL@NYY 08/05/2026 07:05PM ET,STL,5.3,,
SS,Anthony Volpe (43755810),Anthony Volpe,43755810,SS,2900,STL@NYY 08/05/2026 07:05PM ET,NYY,5.5,,
3B,Nolan Gorman (43755811),Nolan Gorman,43755811,3B,2900,STL@NYY 08/05/2026 07:05PM ET,STL,5.1,,
OF,Lourdes Gurriel Jr. (43755812),Lourdes Gurriel Jr.,43755812,OF,2900,SD@ARI 08/05/2026 09:40PM ET,ARI,5,IL,
OF,Austin Hays (43755813),Austin Hays,43755813,OF,2900,CWS@BOS 08/05/2026 07:10PM ET,CWS,5.1,IL,
3B/SS,Sung-Mun Song (43755717),Sung-Mun Song,43755717,3B/SS,2800,SD@ARI 08/05/2026 09:40PM ET,SD,4.3,,
OF,Isaac Collins (43755719),Isaac Collins,43755719,OF,2800,MIN@KC 08/05/2026 07:40PM ET,KC,5.9,,
C,Sean Murphy (43755720),Sean Murphy,43755720,C,2800,MIA@ATL 08/05/2026 07:15PM ET,ATL,1.3,,
OF,Bryan Torres (43755721),Bryan Torres,43755721,OF,2800,STL@NYY 08/05/2026 07:05PM ET,STL,3.8,,
1B/C,Rafael Flores Jr. (43755722),Rafael Flores Jr.,43755722,C/1B,2800,PIT@MIL 08/05/2026 07:40PM ET,PIT,4.1,,
SS,Colt Emerson (43755724),Colt Emerson,43755724,SS,2800,DET@SEA 08/05/2026 09:40PM ET,SEA,5.3,,
3B/OF,Miguel Andujar (43755814),Miguel Andujar,43755814,3B/OF,2800,SD@ARI 08/05/2026 09:40PM ET,SD,5.4,IL,
3B,Ramon Urias (43755816),Ramon Urias,43755816,3B,2800,STL@NYY 08/05/2026 07:05PM ET,STL,3.8,IL,
OF,Sal Frelick (43755817),Sal Frelick,43755817,OF,2800,PIT@MIL 08/05/2026 07:40PM ET,MIL,5.2,IL,
OF/SS,Zach McKinstry (43755725),Zach McKinstry,43755725,SS/OF,2700,DET@SEA 08/05/2026 09:40PM ET,DET,4.6,,
C,Freddy Fermin (43755727),Freddy Fermin,43755727,C,2700,SD@ARI 08/05/2026 09:40PM ET,SD,3.5,,
3B,Leo Jimenez (43755728),Leo Jimenez,43755728,3B,2700,MIA@ATL 08/05/2026 07:15PM ET,MIA,3.8,,
1B,Tyler Locklear (43755729),Tyler Locklear,43755729,1B,2700,SD@ARI 08/05/2026 09:40PM ET,ARI,7.3,,
C,Henry Davis (43755730),Henry Davis,43755730,C,2700,PIT@MIL 08/05/2026 07:40PM ET,PIT,4.7,,
OF,Nate Eaton (43755818),Nate Eaton,43755818,OF,2700,CWS@BOS 08/05/2026 07:10PM ET,BOS,4.5,,
OF,Tommy Troy (43755819),Tommy Troy,43755819,OF,2700,SD@ARI 08/05/2026 09:40PM ET,ARI,5.5,IL,
OF,Tyler Black (43755820),Tyler Black,43755820,OF,2700,PIT@MIL 08/05/2026 07:40PM ET,MIL,6.1,,
OF,Robert Hassell III (43755821),Robert Hassell III,43755821,OF,2700,PIT@MIL 08/05/2026 07:40PM ET,PIT,0,,
OF,Parker Meadows (43755822),Parker Meadows,43755822,OF,2700,DET@SEA 08/05/2026 09:40PM ET,DET,5.4,IL,
OF,Matt Wallner (43755823),Matt Wallner,43755823,OF,2700,MIN@KC 08/05/2026 07:40PM ET,MIN,5.1,,
SS,Jim Jarvis (43755731),Jim Jarvis,43755731,SS,2600,MIA@ATL 08/05/2026 07:15PM ET,ATL,5,,
2B,Nick Sogard (43755732),Nick Sogard,43755732,2B,2600,CWS@BOS 08/05/2026 07:10PM ET,BOS,5.5,,
3B,Josh Rojas (43755733),Josh Rojas,43755733,3B,2600,MIN@KC 08/05/2026 07:40PM ET,KC,3.5,,
OF,Mike Yastrzemski (43755734),Mike Yastrzemski,43755734,OF,2600,MIA@ATL 08/05/2026 07:15PM ET,ATL,4.9,,
1B/C,Victor Caratini (43755735),Victor Caratini,43755735,C/1B,2600,MIN@KC 08/05/2026 07:40PM ET,MIN,5.3,,
C,Brian Navarreto (43755737),Brian Navarreto,43755737,C,2600,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.3,,
C,Mickey Gasper (43755824),Mickey Gasper,43755824,C,2600,CWS@BOS 08/05/2026 07:10PM ET,BOS,4.4,,
OF,Luke Raley (43755825),Luke Raley,43755825,OF,2600,DET@SEA 08/05/2026 09:40PM ET,SEA,5.1,IL,
OF,Brewer Hicklen (43755826),Brewer Hicklen,43755826,OF,2600,MIA@ATL 08/05/2026 07:15PM ET,ATL,6.6,,
OF,Brooks Baldwin (43755827),Brooks Baldwin,43755827,OF,2600,CWS@BOS 08/05/2026 07:10PM ET,CWS,0,IL,
3B/OF,Weston Wilson (43755738),Weston Wilson,43755738,3B/OF,2500,DET@SEA 08/05/2026 09:40PM ET,SEA,3.8,,
SS,George Lombard Jr. (43755740),George Lombard Jr.,43755740,SS,2500,STL@NYY 08/05/2026 07:05PM ET,NYY,16,,
OF,Jase Bowen (43755741),Jase Bowen,43755741,OF,2500,SD@ARI 08/05/2026 09:40PM ET,SD,2.4,,
OF,Starling Marte (43755742),Starling Marte,43755742,OF,2500,MIN@KC 08/05/2026 07:40PM ET,KC,3.9,,
OF,Jahmai Jones (43755743),Jahmai Jones,43755743,OF,2500,CWS@BOS 08/05/2026 07:10PM ET,BOS,2.5,,
C,James McCann (43755744),James McCann,43755744,C,2500,SD@ARI 08/05/2026 09:40PM ET,ARI,6.4,,
OF,Victor Robles (43755745),Victor Robles,43755745,OF,2500,DET@SEA 08/05/2026 09:40PM ET,SEA,3.4,,
C,Drew Romo (43755746),Drew Romo,43755746,C,2500,CWS@BOS 08/05/2026 07:10PM ET,CWS,4,,
2B/SS,Isiah Kiner-Falefa (43755828),Isiah Kiner-Falefa,43755828,2B/SS,2500,CWS@BOS 08/05/2026 07:10PM ET,BOS,5.2,IL,
OF,Akil Baddoo (43755830),Akil Baddoo,43755830,OF,2500,PIT@MIL 08/05/2026 07:40PM ET,MIL,0,,
1B/C,Alex Jackson (43755747),Alex Jackson,43755747,C/1B,2400,MIN@KC 08/05/2026 07:40PM ET,MIN,4.1,,
3B/SS,Jared Triolo (43755749),Jared Triolo,43755749,3B/SS,2400,PIT@MIL 08/05/2026 07:40PM ET,PIT,4.7,,
C,Connor Wong (43755751),Connor Wong,43755751,C,2400,CWS@BOS 08/05/2026 07:10PM ET,BOS,4.7,,
OF,Kyle Isbel (43755752),Kyle Isbel,43755752,OF,2400,MIN@KC 08/05/2026 07:40PM ET,KC,4.8,,
OF,Jorge Barrosa (43755753),Jorge Barrosa,43755753,OF,2400,SD@ARI 08/05/2026 09:40PM ET,ARI,2.6,,
OF,Victor Scott II (43755831),Victor Scott II,43755831,OF,2400,STL@NYY 08/05/2026 07:05PM ET,STL,4.1,,
2B/3B,Gage Workman (43755832),Gage Workman,43755832,2B/3B,2400,SD@ARI 08/05/2026 09:40PM ET,SD,3.2,,
C,Pedro Pages (43755754),Pedro Pages,43755754,C,2300,STL@NYY 08/05/2026 07:05PM ET,STL,3.3,,
3B,Ryan McMahon (43755755),Ryan McMahon,43755755,3B,2300,STL@NYY 08/05/2026 07:05PM ET,NYY,4.4,,
C,Ali Sanchez (43755756),Ali Sanchez,43755756,C,2300,STL@NYY 08/05/2026 07:05PM ET,NYY,2.8,,
SS,Andrew Velazquez (43755757),Andrew Velazquez,43755757,SS,2300,MIN@KC 08/05/2026 07:40PM ET,KC,1.3,,
OF,Jhostynxon Garcia (43755758),Jhostynxon Garcia,43755758,OF,2300,PIT@MIL 08/05/2026 07:40PM ET,PIT,2.4,,
OF,Stuart Fairchild (43755759),Stuart Fairchild,43755759,OF,2300,DET@SEA 08/05/2026 09:40PM ET,SEA,3,,
OF,James Outman (43755760),James Outman,43755760,OF,2300,DET@SEA 08/05/2026 09:40PM ET,DET,3,,
2B/3B,Will Wilson (43755834),Will Wilson,43755834,2B/3B,2300,DET@SEA 08/05/2026 09:40PM ET,SEA,9,IL,
OF,Eli White (43755836),Eli White,43755836,OF,2300,CWS@BOS 08/05/2026 07:10PM ET,BOS,3.8,,
C,Bo Naylor (43755837),Bo Naylor,43755837,C,2300,PIT@MIL 08/05/2026 07:40PM ET,MIL,3.1,,
SS,Luisangel Acuna (43755761),Luisangel Acuna,43755761,SS,2200,CWS@BOS 08/05/2026 07:10PM ET,CWS,3.7,,
3B,Blaze Jordan (43755762),Blaze Jordan,43755762,3B,2200,STL@NYY 08/05/2026 07:05PM ET,STL,5.3,,
C,Luke Maile (43755763),Luke Maile,43755763,C,2200,MIN@KC 08/05/2026 07:40PM ET,KC,7.4,,
C,Jimmy Crooks (43755764),Jimmy Crooks,43755764,C,2200,STL@NYY 08/05/2026 07:05PM ET,STL,3.6,,
OF,Ben Malgeri (43755765),Ben Malgeri,43755765,OF,2200,DET@SEA 08/05/2026 09:40PM ET,DET,4.1,,
OF,Billy Cook (43755838),Billy Cook,43755838,OF,2200,PIT@MIL 08/05/2026 07:40PM ET,PIT,1.3,,
SS,Tristan Gray (43755766),Tristan Gray,43755766,SS,2100,MIN@KC 08/05/2026 07:40PM ET,MIN,4.2,,
C,Jake Rogers (43755767),Jake Rogers,43755767,C,2100,CWS@BOS 08/05/2026 07:10PM ET,BOS,3.9,,
C,Austin Wells (43755768),Austin Wells,43755768,C,2100,STL@NYY 08/05/2026 07:05PM ET,NYY,4,,
OF,Rob Refsnyder (43755769),Rob Refsnyder,43755769,OF,2100,DET@SEA 08/05/2026 09:40PM ET,SEA,2.6,,
OF,Alan Roden (43755770),Alan Roden,43755770,OF,2100,MIN@KC 08/05/2026 07:40PM ET,MIN,3.4,,
C,Rodolfo Duran (43755771),Rodolfo Duran,43755771,C,2000,SD@ARI 08/05/2026 09:40PM ET,SD,2.9,,
3B,Leo Rivas (43755772),Leo Rivas,43755772,3B,2000,DET@SEA 08/05/2026 09:40PM ET,SEA,3.2,,
SS,Ha-Seong Kim (43755773),Ha-Seong Kim,43755773,SS,2000,MIA@ATL 08/05/2026 07:15PM ET,ATL,1.9,,
1B/3B,Brett Harris (43755839),Brett Harris,43755839,1B/3B,2000,CWS@BOS 08/05/2026 07:10PM ET,BOS,1,,
OF,Ramon Laureano (43755841),Ramon Laureano,43755841,OF,2000,SD@ARI 08/05/2026 09:40PM ET,SD,6.6,IL,
2B/SS,Mason McCoy (43755842),Mason McCoy,43755842,2B/SS,2000,SD@ARI 08/05/2026 09:40PM ET,SD,0,,
2B,Ryan Bliss (43755844),Ryan Bliss,43755844,2B,2000,DET@SEA 08/05/2026 09:40PM ET,SEA,2.3,,
3B,Graham Pauley (43755845),Graham Pauley,43755845,3B,2000,MIA@ATL 08/05/2026 07:15PM ET,MIA,3.3,,
1B,Deyvison De Los Santos (43755846),Deyvison De Los Santos,43755846,1B,2000,MIA@ATL 08/05/2026 07:15PM ET,MIA,2.7,,
C,Thayron Liranzo (43755847),Thayron Liranzo,43755847,C,2000,DET@SEA 08/05/2026 09:40PM ET,DET,0,IL,
OF,Brennen Davis (43755848),Brennen Davis,43755848,OF,2000,DET@SEA 08/05/2026 09:40PM ET,SEA,0,IL,
OF,Hendry Mendez (43755849),Hendry Mendez,43755849,OF,2000,MIN@KC 08/05/2026 07:40PM ET,MIN,0,,
OF,Emmanuel Rodriguez (43755850),Emmanuel Rodriguez,43755850,OF,2000,MIN@KC 08/05/2026 07:40PM ET,MIN,0,IL,
SS,Jared Serna (43755851),Jared Serna,43755851,SS,2000,MIA@ATL 08/05/2026 07:15PM ET,MIA,0,,
OF,Joshua Baez (43755852),Joshua Baez,43755852,OF,2000,STL@NYY 08/05/2026 07:05PM ET,STL,0,,
C,Leo Bernal (43755853),Leo Bernal,43755853,C,2000,STL@NYY 08/05/2026 07:05PM ET,STL,0,,
OF,Jurickson Profar (43755854),Jurickson Profar,43755854,OF,2000,MIA@ATL 08/05/2026 07:15PM ET,ATL,0,OUT,
1B,Triston Casas (43755855),Triston Casas,43755855,1B,2000,CWS@BOS 08/05/2026 07:10PM ET,BOS,0,IL,
2B,Kristian Campbell (43755856),Kristian Campbell,43755856,2B,2000,CWS@BOS 08/05/2026 07:10PM ET,BOS,0,,
2B/3B,Maximo Acosta (43755857),Maximo Acosta,43755857,2B/3B,2000,MIA@ATL 08/05/2026 07:15PM ET,MIA,0,,
1B/3B,Patrick Wisdom (43755859),Patrick Wisdom,43755859,1B/3B,2000,DET@SEA 08/05/2026 09:40PM ET,SEA,2.9,,
1B,LuJames Groover (43755861),LuJames Groover,43755861,1B,2000,SD@ARI 08/05/2026 09:40PM ET,ARI,4.2,,
SS,Trey Sweeney (43755862),Trey Sweeney,43755862,SS,2000,DET@SEA 08/05/2026 09:40PM ET,DET,0,IL,
SS,Tsung-Che Cheng (43755863),Tsung-Che Cheng,43755863,SS,2000,CWS@BOS 08/05/2026 07:10PM ET,BOS,4.6,,
1B/3B,Nick Yorke (43755864),Nick Yorke,43755864,1B/3B,2000,PIT@MIL 08/05/2026 07:40PM ET,PIT,3.7,IL,
3B,Oswaldo Cabrera (43755866),Oswaldo Cabrera,43755866,3B,2000,STL@NYY 08/05/2026 07:05PM ET,NYY,0,,
1B/OF,Connor Joe (43755867),Connor Joe,43755867,1B/OF,2000,DET@SEA 08/05/2026 09:40PM ET,SEA,3,,
OF,Kyler Fedko (43755869),Kyler Fedko,43755869,OF,2000,MIN@KC 08/05/2026 07:40PM ET,MIN,0.6,,
OF,Rikuu Nishida (43755870),Rikuu Nishida,43755870,OF,2000,CWS@BOS 08/05/2026 07:10PM ET,CWS,2.6,,
C,Edgar Quero (43755871),Edgar Quero,43755871,C,2000,CWS@BOS 08/05/2026 07:10PM ET,CWS,3.4,,
C,J.C. Escarra (43755872),J.C. Escarra,43755872,C,2000,STL@NYY 08/05/2026 07:05PM ET,NYY,3.3,,
3B,Cesar Prieto (43755873),Cesar Prieto,43755873,3B,2000,STL@NYY 08/05/2026 07:05PM ET,STL,0,,
OF,DaShawn Keirsey Jr. (43755874),DaShawn Keirsey Jr.,43755874,OF,2000,MIA@ATL 08/05/2026 07:15PM ET,ATL,0,,
OF,Junior Perez (43755875),Junior Perez,43755875,OF,2000,CWS@BOS 08/05/2026 07:10PM ET,CWS,2.9,,
2B,Will Wagner (43755876),Will Wagner,43755876,2B,2000,SD@ARI 08/05/2026 09:40PM ET,SD,3.7,,
3B/OF,Tanner Murray (43755877),Tanner Murray,43755877,3B/OF,2000,CWS@BOS 08/05/2026 07:10PM ET,CWS,3.2,IL,
OF,Matthew Lugo (43755879),Matthew Lugo,43755879,OF,2000,MIN@KC 08/05/2026 07:40PM ET,KC,0,,
2B/OF,Thomas Saggese (43755880),Thomas Saggese,43755880,2B/OF,2000,STL@NYY 08/05/2026 07:05PM ET,STL,3.2,,
SS,Jack Brannigan (43755882),Jack Brannigan,43755882,SS,2000,PIT@MIL 08/05/2026 07:40PM ET,PIT,0,,
C,Blake Hunt (43755883),Blake Hunt,43755883,C,2000,SD@ARI 08/05/2026 09:40PM ET,SD,0,,
3B,Jace Jung (43755884),Jace Jung,43755884,3B,2000,DET@SEA 08/05/2026 09:40PM ET,DET,3,,
